title,location,employment_type,level,category,salary_min,salary_max,salary_type,description,requirements
Data Science Lead Consultant,Central,Permanent,Professional,Information Technology,"$7,000","to$9,000",Monthly,"Roles & Responsibilities
Primary Responsibilities:
Understand large data sets, build data models to address business problems
Undertake data collection, pre-processing and analysis
Build predictive models and machine learning algorithms
The role will involve analysis and extensive data crunching with good amount of hands on programming skills. This role requires following skills and experience:
Proven experience (5+Years) as a Data Scientist or Data Analyst
Good knowledge on cloud technologies especially Microsoft Azure.
Experience in data mining
Understanding of machine-learning and operations research
Knowledge of R, SQL and Python; familiarity with Scala, Java or C++ is an asset
Experience using business intelligence tools (e.g. Tableau) and data frameworks (e.g. Hadoop)
Analytical mind and business acumen
Strong math skills (e.g. statistics, algebra)
Problem-solving aptitude
Excellent communication and presentation skills 

Candidate should possess good soft skills as mentioned below:
Should possess excellent problem solving and is able to work effectively in a less structured environment and manage time.
Excellent verbal and written communication skills
Work closely with onsite and offshore team members
Willing to travel to the customers locations on need basis outside of Singapore","Requirements
Qualification:
Computer Science, Engineering or relevant field; graduate degree in Data Science or another quantitative field is preferred"
Lead Data Scientist,Central,"Permanent, Full Time",Senior Executive,"Banking and Finance, Engineering, Others","$5,000","to$10,000",Monthly,"Roles & Responsibilities
WHO WE ARE
Capital Match (www.capital-match.com) is the largest marketplace invoice financing platform in Southeast Asia based in Singapore. We are an innovative fintech business with a range of financial solutions to SMEs and investors. We have funded more than US$80 million in Singapore over the past 3 years. We are funded by multiple VCs and institutional investors including Dymon Asia Capital, an alternative asset manager with $6bn AUM and Eduardo Saverin's B Capital Group.
THE ROLE
Capital Match is looking for a Lead Data Scientist who will bring impact to every stage of our work flow including customer acquisition, operational automation, risk and underwriting, portfolio servicing, marketing and product development. We are looking for a top performer to join our team in Singapore and build a leading fintech business in Southeast Asia.
The Lead Data Scientist will be working with functional teams in every major area (sales, credit, tech, and product) and this would be a cross-functional role improving decision making processes and outcomes across the company.
OUR PLATFORM
Our platform is primarily developed in Haskell with a ClojureScript frontend. We use Docker containers, Nix and standard cloud infrastructure systems to manage our production rollouts. We use continuous testing, integration and deployment wherever possible.
RESPONSIBILITIES
Utilize big data and machine learning to build predictive models including but not limited to customer acquisition, credit risk, fraud, marketing, etc.
Evaluate available data sources and propose strategic acquisition or creation of new data sources to assist ongoing problem resolution.  
Work with multiple, complex data sources (financial, psychometric and transactional etc.) at large scale.
Perform thorough testing and validation of models and support various aspects of the business with data analytics.
Identify new data sources/patterns that add significant lift to predictive modelling capabilities.","Requirements
QUALIFICATIONS
Minimum 3-5 years of coding, machine learning and large-scale data analysis experience.
Past experience in credit risk technology and providing solutions for financial institutions would be highly valuable.
Background in fintech, credit risk and/or especially lending/invoice financing space would be a great advantage.
Minimum exposure to and understanding of XP practices (TDD, CI, Emergent Design, Refactoring, Peer review and programming, Continuous improvement) is expected.
Familiarity with Linux systems and command-line environment would be helpful to perform well in this role.
An individual who is eager to use data to come up with new ideas to improve decisions, who is driven by making impact through actionable insights and improvements, and who is not afraid to take risks and try new things.
Willing to be based in Singapore.
WHAT WE OFFER
Salary of SGD 5,000-10,000/month (depending on experience and qualifications).
Equity options for outstanding candidates."
Scientist (ARTC),West,"Contract, Full Time",Executive,Sciences / Laboratory / R&D,"$5,900","to$11,800",Monthly,"Roles & Responsibilities
The Agency for Science, Technology and Research (A*STAR) is Singapore's lead public sector agency that fosters world-class scientific research and talent to drive economic growth and transform Singapore into a vibrant knowledge-based and innovation driven economy.  For more information about A*STAR, please visit: www.a-star.edu.sg
1) Plan and lead technical projects in Robotized Hammer Peening (RHP) and Deep Cold Rolling (DCR) areas.
2) Execute and deliver RHP and DCR related projects together with a team of development engineers.
3) Secure external funding for RHP and DCR related technologies.","Requirements
PhD in Engineering
Minimum 5 years of experience in manufacturing technology development (at least 3 years of experience in corporate R&D)
Possess broad knowledge in materials, manufacturing processes as well as inspection and characterisation techniques
The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified."
Scientist (IMRE),West,"Contract, Full Time",Non-executive,Sciences / Laboratory / R&D,"$4,500","to$9,000",Monthly,"Roles & Responsibilities
The Agency for Science, Technology and Research (A*STAR) is Singapore's lead public sector agency that fosters world-class scientific research and talent to drive economic growth and transform Singapore into a vibrant knowledge-based and innovation driven economy.  For more information about A*STAR, please visit: www.a-star.edu.sg
Job Descriptions:
Efficient control of the visible light at the nanoscale dimensions is important for future light-on-chip integration. It requires sub-diffraction nanophotonic elements which are often functionally similar but conceptually different from conventional optical elements. The field of optical nanoantennas has emerged offering the promising solutions for this problem. Most optical nanoantennas studied so far consist of plasmonic nanoparticles. The main drawback of using plasmonic structures in the VIS-NIR frequency range is their intrinsic losses which strongly degrades nanodevice and system performance. An exciting alternative solution to metal nanoantennas based on resonant high-refractive index dielectric nanoparticles is underway at IMRE. These novel low-loss resonant nanostructures can complement or even substitute plamonics for many applications. IMRE seeks a candidate who will work on design and simulations of dielectric nanoantennas , metasurfaces and other on-chip nanodevices. He/she should be able to work closely with IMRE's experimental team and provide designs, modelling and simulations of the studied nanodevices.","Requirements
PhD in physics or engineering
3 years of experience including PhD studies
Keen researcher with strong expertise in electromagnetic simulations, nanophotonics and plamonics
Strong knowledge of different simulation techniques as well as various analytical approaches in the field of nanophotonics is required
Strong publication record in the aforementioned fields are also desirable
The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified."
Head of Business Development,South,Permanent,Senior Management,Consulting,"$8,000","to$15,000",Monthly,"Roles & Responsibilities
Responsibilities
You will be building a new team and leading the sales activities and team of our attractive FMCG data insights products and media products through consultative selling.
Reaching out to clients and new business prospects to build a solid client base for innovative data insights and media products.
Build and train a customer engagement team to provide best practice consulting and service for customer success.
Develop proposals, marketing materials and presentations to clients and new business prospects
Develop new Insights and Media Products together with our international team of Data Scientist, Developers and Retail and Shopper Marketing Consultants.
Partner with Clients to understand and identify new and existing client needs, support new business, create and market opportunities","Requirements
Profile
10+ years’ experience and exposure to FMCG Brands and Decision Makers in South-East Asia, ideally in Sales/Business Development in the area of Market Research, Data Analytic, Agency or consultative selling.
Strong Leadership skills, driven
Demonstrated experience in developing and executing successful commercialisation strategies of FMCG Insights, Data Analytics and Media Products
Outstanding sales management skills and strong negotiation and analytical skills
Ability to be hands-on as well strategic
Comfortable to work in a fast-growing start-up environment with an international dynamic team
a highly motivated, challenge-taking Personality with a positive attitude. Team-oriented with an international mindset."
"Research Scientist (CS), IHPC",South,"Contract, Full Time",Non-executive,Sciences / Laboratory / R&D,"$4,500","to$9,000",Monthly,"Roles & Responsibilities
He/she will mainly work on data analysis, modeling and optimization for vessel movements and port operation efficiency analysis and enhancement. He/she will be also responsible for algorithms and model development in this project to fulfill the research tasks and deliverables together with other team members.
The scientist will also contribute his knowledge to other data analysis and modeling research tasks with big spatial temporal data available, such as maritime traffic safety management projects.","Requirements
PhD in Mathematics, Statistics, Engineering and Electronics etc.
Experience in maritime operation and with good programming experiences and capabilities in python, c sharp, R and Java
Experience in data analysis, parallel computing, optimzation, discrete event/agent-based simulation, and/or visualisation is an added advantage
  The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified."
"VP, Senior Data Scientist, Regional Consumer Banking Operations, Technology & Operations (18000449)",East,"Permanent, Full Time","Middle Management, Manager",Banking and Finance,"$10,400","to$18,700",Monthly,"Roles & Responsibilities
Business Function
  Group Technology and Operations (T&O) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on productivity, quality & control, technology, people capability and innovation. In Group T&O, we manage the majority of the Bank's operational processes and inspire to delight our business partners through our multiple banking delivery channels.
  Responsibilities
Development and solutioning of real time predictive analytics to derive actionable insights to intervene positively into the customer’s digital journey
Perform full life-cycle of Data Scientist / Analyst activities, including conceptualization to operationalization
Primary focus will be in applying data science to solve business problems; doing statistical analysis, building high-quality prediction systems, and use deep learning techniques
Able to understand and solve the business problem by translating into a data model and building insights into an actionable outcome
Collaborate with cross-functional business teams to deliver high-impact insights using analytics across a variety of customer servicing areas
Research, design, implement and validate models / algorithms to analyse diverse sources of data to achieve targeted outcomes
Carry out customer behaviour analytics and deliver actionable insights in real time; through behaviour segmentation, predictive modelling, lifetime value modelling, churn prevention, statistical simulations and what if scenarios
Stay on top of current industry trends on machine learning/AI","Requirements
You are:
Curious and have a strong appetite for intellectual challenges. Able to pick up new methods and techniques quickly and apply towards solving a problem at hand
You excel at making complex concepts simple and easy to understand by those around you. You’re driven to show the world the power of applied analytics
Passionate about asking and answering questions in large datasets, and you can communicate that passion to product managers and engineers
Attracted to a fast paced, hypothesis and test driven, collaborative and iterative engineering environment
Driven, strategically focused, self-starter and organized with strong attention to detail
A good team player with excellent communication skills
You have:
A university degree or higher in applied statistics/ data science/ Computing or related quantitative discipline, with a strong background in statistical concepts
Proven track record of big data analytics and delivering impact to the business
Deep and practical understanding on implementing high performance, well-behaved analytics applications; data ingestion, feature engineering, model selection, training, validating and deployment
A deep understanding of statistical and predictive modelling concepts, machine-learning, deep learning models and NLP
Excellent hands-on experience in 
Python, Pyspark, Spark SQL/mysql 
Hadoop eco-system (Hive, HDFS, Pig etc.)
End to end data science workflow, starting from data extraction, wrangling, modelling and deployment in production environment 
Familiarity with Linux based operating system
Familiarity with data engineering pipelines
Knowledge of software development life cycle preferred
Experience creating real time and rich data visualizations that involves large datasets
Experience manipulating structured and unstructured data sources for analysis"
"AVP, Data Scientist (Customer Science), Regional Consumer Banking Operations, T&O (18000449)",East,"Permanent, Full Time","Middle Management, Manager",Banking and Finance,"$6,500","to$11,700",Monthly,"Roles & Responsibilities
Business Function

Group Technology and Operations (T&O) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on productivity, quality & control, technology, people capability and innovation. In Group T&O, we manage the majority of the Bank's operational processes and inspire to delight our business partners through our multiple banking delivery channels.

Responsibilities 
Development and solutioning of real time predictive analytics to derive actionable insights to intervene positively into the customer’s digital journey
Perform full life-cycle of Data Scientist / Analyst activities, including conceptualization to operationalization 
Primary focus will be in applying data science to solve business problems; doing statistical analysis, building high-quality prediction systems, and use deep learning techniques
Able to understand and solve the business problem by translating into a data model and building insights into an actionable outcome 
Collaborate with cross-functional business teams to deliver high-impact insights using analytics across a variety of customer servicing areas
Research, design, implement and validate models / algorithms to analyse diverse sources of data to achieve targeted outcomes 
Carry out customer behaviour analytics and deliver actionable insights in real time; through behaviour segmentation, predictive modelling, lifetime value modelling, churn prevention, statistical simulations and what if scenarios
Stay on top of current industry trends on machine learning/AI","Requirements
You are:
Curious and have a strong appetite for intellectual challenges. Able to pick up new methods and techniques quickly and apply towards solving a problem at hand
Keen on learning, data, scale and agility. You excel at making complex concepts simple and easy to understand by those around you. You’re driven to show the world the power of applied analytics
Passionate about asking and answering questions in large datasets, and you can communicate that passion to product managers and engineers
Attracted to a fast paced, hypothesis and test driven, collaborative and iterative engineering environment
Driven, strategically focused, self-starter and organized with strong attention to detail
A good team player with excellent communication skills 
You have:
A university degree or higher in applied statistics/ data science/ Computing or related quantitative discipline, with a strong background in statistical concepts
Proven track record of big data analytics and delivering impact to the business
Deep and practical understanding on implementing high performance, well-behaved analytics applications; data ingestion, feature engineering, model selection, training, validating and deployment
A deep understanding of statistical and predictive modelling concepts, machine-learning, deep learning models and NLP
Relevant experience in the following:
Excellent Python, Pyspark, Spark SQL/mysql hands-on experience
Excellent hands-on experience in Hadoop eco-system (Hive, HDFS, Pig etc.)
Excellent experience in end to end data science workflow, starting from data extraction, cleansing, wrangling, modelling and deployment in production environment to deliver business results
Familiarity with Linux based operating system 
Familiarity with data engineering pipelines
Knowledge of software development life cycle preferred
Experience creating real time and rich data visualizations that involves large datasets
Experience manipulating structured and unstructured data sources for analysis"
Data Scientist,South,Permanent,Executive,Information Technology,"$6,000","to$8,000",Monthly,"Roles & Responsibilities
Work closely with your business to identify issues and use data to propose solutions for effective decision making
Merge, manage, interrogate and extract data to supply tailored reports to colleagues, customers or the wider organisation
Maintain clear and coherent communication, both verbal and written, to understand data needs and report results
Use machine learning tools and statistical techniques to produce solutions to problems
Create clear reports that tell compelling stories about how customers or clients work with the business
Horizon scan to stay up to date with latest technology, techniques and methods
Conduct research from which you'll develop prototypes and proof of concepts
Look for opportunities to use insights/datasets/code/models across other functions in the organisation (for example in the HR and marketing departments)
Carrying out and attaining the mission and the goals of the Innovation lab managed.
Assign employees to take responsibility for their jobs and goals. Delegate responsibility and expect accountability and regular feedback
Able to engage with client and demonstrate present technologies
Manage relationships between different business groups directly involved with Digital Labs.","Requirements
Experience in advanced statistical modelling and machine learning methods to develop robust predictive models
Experience in working with large unstructured data sets and distributed computing tools (e.g. Spark, Hadoop, Hive, etc.); leading platforms (e.g. SAS, Tableau, Qlik)
Experience with enterprise databases, in traditional and alternative database technologies (SQL and NoSQL)
Hacking skills (ability to quickly prototype solutions for diverse needs)
Data manipulation – comfortable handling multiple data types across varying frequencies and complexities as well as familiar in feature selection and transformation
Fluency in Python, C++, R and/or other similar languages
Adept in data visualization
Ability to work in a challenging environment and is creative in coming up with solutions to solve complex problems
  Interested candidates can click apply for more information.
** We regret to inform that only shortlisted candidates will be notified. **
We respect your privacy and all communication will be treated with confidentiality.  If you wish to know more about this position or explore other roles, please prepare your updated profile and get in touch with our consultants.
Please note that your response to this advertisement and communications with us pursuant to this advertisement will constitute informed consent to the collection, use and/or disclosure of personal data by Manpower for the purpose of carrying out its business, in compliance with the relevant provisions of the Personal Data Protection Act 2012.  "
"VP, Data Scientist, Business Analytics, Consumer Banking Group (180004XI)",East,Full Time,Senior Management,Information Technology,"$10,400","to$18,700",Monthly,"Roles & Responsibilities
Business Function 
As the leading bank in Asia, DBS Consumer Banking Group is in a unique position to help our customers realise their dreams and ambitions. As a market leader in the consumer banking business, DBS has a full spectrum of products and services, including deposits, investments, insurance, mortgages, credit cards and personal loans, to help our customers realise their dreams and aspirations at every life stage. Our financial solutions are not only the best in the business – they were made just right for you. 
  About this role 
  The Regional Data Science team is part of the Regional Business Analytics team for Consumer Banking Group. Our responsibilities include building the Data Science Solutions using advanced machine learning methods, recommendation engines, text mining solutions and customer models to increase the business impact and efficient customer management, as well as answer numerous business questions using statistical tools and data analysis.
  Responsibilities 
  Involve in building cutting edge algorithms and working with state-of-art data science and machine learning tools such as Spark, Tensor Flow and will have mastery in any number of analytic platforms like SAS, SQL, Python, R. etc.
Work with large scale datasets, distributed Big Data Platforms for a variety of advanced analytics solutions across the Bank ranging from recommendation engines, Propensity models, customer segmentation, Graph models, pricing and more.
Work alongside BA Leadership, making regular presentation to senior management including C-level executives within the Consumer Bank Leadership across the region
Help the team with methodology and guidance in the areas of experiment design and data analysis.","Requirements
Masters or equivalent degree in Statistics, Applied Mathematics, Operation Research, or equivalent quantitative fields preferred. Strong mathematical and statistics background.
6-10 years of experience in industry (ideally consumer banking, ecommerce, telecoms, retail) and/or academia with demonstrated track record of innovative research and insight generation and implementation of insights into tools/processes delivering front end business results 
At least 5 years of data mining and machine learning on large amount of data, building and implementing various statistical models.
Good understanding of technology tools especially those related to analytics, data & statistical modelling. 
Programming experience in SAS (Base, Stats, Macro, EG, EM), R, Python, Spark, Tensorflow or other statistical programing software. 
Familiarity with Hadoop, Hive, and Pig. Proficient in using databases like Teradata, Oracle, SQL Server, Neo4J etc..
Knowledge of internet marketing data collection and metrics as well as familiarity with digital analytics platforms like Google Adwords, Facebook Contextual marketing, Omniture/Adobe, Mediaplex, etc would be helpful.
Ability to communicate complex analysis/models across a diverse team.
Good written and oral communication skills"
"SVP, Data Scientist, Business Analytics, Consumer Banking Group (180004XI)",East,Full Time,Senior Management,Information Technology,"$10,000","to$20,000",Monthly,"Roles & Responsibilities
Business Function 
As the leading bank in Asia, DBS Consumer Banking Group is in a unique position to help our customers realise their dreams and ambitions. As a market leader in the consumer banking business, DBS has a full spectrum of products and services, including deposits, investments, insurance, mortgages, credit cards and personal loans, to help our customers realise their dreams and aspirations at every life stage. Our financial solutions are not only the best in the business – they were made just right for you. 
  About this role 
  The Regional Data Science team is part of the Regional Business Analytics team for Consumer Banking Group. Our responsibilities include building the Data Science Solutions using advanced machine learning methods, recommendation engines, text mining solutions and customer models to increase the business impact and efficient customer management, as well as answer numerous business questions using statistical tools and data analysis.
  Responsibilities 
  Involve in building cutting edge algorithms and working with state-of-art data science and machine learning tools such as Spark, Tensor Flow and will have mastery in any number of analytic platforms like SAS, SQL, Python, R. etc.
Work with large scale datasets, distributed Big Data Platforms for a variety of advanced analytics solutions across the Bank ranging from recommendation engines, Propensity models, customer segmentation, Graph models, pricing and more.
Work alongside BA Leadership, making regular presentation to senior management including C-level executives within the Consumer Bank Leadership across the region
Help the team with methodology and guidance in the areas of experiment design and data analysis.","Requirements
Masters or equivalent degree in Statistics, Applied Mathematics, Operation Research, or equivalent quantitative fields preferred. Strong mathematical and statistics background.
6-10 years of experience in industry (ideally consumer banking, ecommerce, telecoms, retail) and/or academia with demonstrated track record of innovative research and insight generation and implementation of insights into tools/processes delivering front end business results 
At least 5 years of data mining and machine learning on large amount of data, building and implementing various statistical models.
Good understanding of technology tools especially those related to analytics, data & statistical modelling. 
Programming experience in SAS (Base, Stats, Macro, EG, EM), R, Python, Spark, Tensorflow or other statistical programing software. 
Familiarity with Hadoop, Hive, and Pig. Proficient in using databases like Teradata, Oracle, SQL Server, Neo4J etc..
Knowledge of internet marketing data collection and metrics as well as familiarity with digital analytics platforms like Google Adwords, Facebook Contextual marketing, Omniture/Adobe, Mediaplex, etc would be helpful.
Ability to communicate complex analysis/models across a diverse team.
Good written and oral communication skills"
"VP, Data Scientist, Investment and Trading Technology, Technology and Operations (180002YF)",East,"Permanent, Full Time",Manager,Banking and Finance,"$10,400","to$18,700",Monthly,"Roles & Responsibilities
Business Function

Group Technology and Operations (T&O) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on productivity, quality & control, technology, people capability and innovation. In Group T&O, we manage the majority of the Bank's operational processes and inspire to delight our business partners through our multiple banking delivery channels.

Responsibilities
Selecting features, building and optimizing classifiers using machine learning techniques
Data mining using state-of-the-art methods
Enhancing data collection procedures to include information that is relevant for building analytic systems
Processing, cleansing, and verifying the integrity of data used for analysis
Doing ad-hoc analysis and presenting results in a clear manner","Requirements
Excellent understanding of machine learning techniques and algorithms; pattern recognition and predictive modeling skills to address business problems
Undertaking data collection, preprocessing and analysis of structured and unstructured data
Experience with common data science toolkits, such as R, Python. Experience with programming languages such as Java an asset. 
Proficiency in using query languages such as SQL, Hive, Pig. Being able to use Spark is an added advantage
Experience with NoSQL databases, such as MongoDB, Cassandra, HBase 
Communicate results and ideas to key decision makers 
Experience with data visualization tools such as Qlik or any other open source visualization tools.
Good to have treasury & market product knowledge as well
Good applied statistics skills such as distributions, statistical testing, regression, etc.
Good scripting and programming skills 
Data-oriented personality with problem-solving aptitude
Master’s Degree in Computer Science, Statistics, Applied Math or related field
4+ years of hands-on analytics and / or model development."
"AVP, Data Scientist, Investment and Trading Technology, Technology and Operations (180002YF)",East,"Permanent, Full Time",Manager,Banking and Finance,"$6,500","to$11,700",Monthly,"Roles & Responsibilities
Business Function

Group Technology and Operations (T&O) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on productivity, quality & control, technology, people capability and innovation. In Group T&O, we manage the majority of the Bank's operational processes and inspire to delight our business partners through our multiple banking delivery channels.

Responsibilities
Selecting features, building and optimizing classifiers using machine learning techniques
Data mining using state-of-the-art methods
Enhancing data collection procedures to include information that is relevant for building analytic systems
Processing, cleansing, and verifying the integrity of data used for analysis
Doing ad-hoc analysis and presenting results in a clear manner","Requirements
Excellent understanding of machine learning techniques and algorithms; pattern recognition and predictive modeling skills to address business problems
Undertaking data collection, preprocessing and analysis of structured and unstructured data
Experience with common data science toolkits, such as R, Python. Experience with programming languages such as Java an asset. 
Proficiency in using query languages such as SQL, Hive, Pig. Being able to use Spark is an added advantage
Experience with NoSQL databases, such as MongoDB, Cassandra, HBase 
Communicate results and ideas to key decision makers 
Experience with data visualization tools such as Qlik or any other open source visualization tools.
Good to have treasury & market product knowledge as well
Good applied statistics skills such as distributions, statistical testing, regression, etc.
Good scripting and programming skills 
Data-oriented personality with problem-solving aptitude
Master’s Degree in Computer Science, Statistics, Applied Math or related field
4+ years of hands-on analytics and / or model development."
Research Scientist,South,Full Time,"Fresh/entry level, Executive",Sciences / Laboratory / R&D,"$6,000","to$7,000",Monthly,"Roles & Responsibilities
CPR is seeking for Research Scientists with expertise in drug discovery utilizing novel biotechnology platform.","Requirements
The applicant should be highly skilled in at least one of the following areas:
Lead identification screening in drug discovery
Antibody, protein or peptide engineering
In vitro display and biopanning
Biotechnology and biochemistry
The applicants must have completed and be awarded with a relevant Master or Ph.D. degree in Science or related field (not in the process of achieving it).  In addition, the successful candidates must be able to demonstrate technical expertise in areas which may include molecular biology, cell biology, protein chemistry and protein engineering as evidenced by projects, presentations, or peer-reviewed scientific publications.
Scientists with strong passion in medical science for creating and delivering innovative drugs to society which leads to saving patients suffering from unmet medical needs are highly desired.  Familiarity or having prior work experience in drug discovery work will be a plus, although not absolutely necessary. You should also possess good command of spoken and written English, excellent organizational and communication skills, team player mindset, as well as the ability to perform multi-task.
Interested applicants are invited to email their detailed resume, as well as their qualifications, availability, current and expected salary to: recruitment@chugai-pharmabody.com
For more information regarding our Company, you may refer to our website at:
http://chugai-pharmabody.com/
  We regret that only short-listed candidates will be notified"
"Research Fellow (JEC), IMCB",South,"Contract, Full Time",Fresh/entry level,Sciences / Laboratory / R&D,"$4,500","to$9,000",Monthly,"Roles & Responsibilities
You will be working most closely with another Research Fellow and Senior Scientist, with whom you will routinely manage projects, perform experiments and discuss literature and data analysis. The position requires understanding of broad topics in immunology, biochemistry and molecular biology. You will work largely in cell lines and peripheral blood samples based on established protocols, or design and optimise new protocols as needed.
Other duties include mentorship of student interns, maintenance of lab equipment and general lab housekeeping.
Interested candidates should be self-motivated, open to learning new skills and able to work independently. You will also be expected to lead scientific discussions with external collaborators, perform","Requirements
Doctor of Philosophy (PhD/DPhil) in Immunology, Molecular and Cell Biology, Biomedical Sciences, Biological Sciences or related disciplines
Independent thinker who takes initiative and is able to work effectively with internal and external teammates
Excellent scientific communication and writing skills, including formal scientific presentations
Familiarity with tissue culture and sterile handling of blood samples
Experience with flow cytometry and common molecular/cell biology techniques
The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice.
We regret that only shortlisted candidates will be notified."
"AVP, AI Deployment Engineer, IBG Digital, Institutional Banking Group (180004A2)",East,"Permanent, Full Time","Manager, Senior Executive",Banking and Finance,"$6,500","to$11,700",Monthly,"Roles & Responsibilities
Job Purpose 
The AI (Artificial Intelligence) Deployment Engineer will provide software engineering support to the Institutional Banking Group (IBG) Business Analytics Team in various data science projects. This role’s primary job responsibility is facilitating the wrapping of data science work into a viable product. The right candidate will be one excited by opportunities to apply software engineering in the fast-growing area of AI, help build AI development and production infrastructure, as well as to set technical standards.
Responsibilities
Build, manage and automate pipelines for AI model development
Adopt maintainable, readable, modular solutions using modern software engineering best practices
Transform Data Science work into pilot and minimum viable products
Perform code optimization, code reviews to improve the quality of Data Scientist’s work
Create APIs for integrate data source into applications
Create APIs for downstream usage of AI models
Create visualisations to display views of AI models
Keep track of model development iterations with a versioning control system 
Automate software testing: unit test, branch test, integration test and security test 
Monitor AI model releases, branches for different issues and user stories","Requirements
Master’s Degree in software Engineering, Computer Science or related fields with minimum 5 years software engineering work experience on enterprise products
Experience with multi-tier software application development with best software engineering practices
Familiar with tools such as Anaconda, Jupyter, Eclipse, R Studio, Jira, Git, SVN, Jenkins, etc
Demonstrated proficiency in Python (Pandas, SciPy, NumPy, PySpark, etc), Scala, R, Java, Java Script, SQL, Shell Script 
Experience with big data stack (Hadoop, Spark, Kafka, etc), and structured (SQL) and unstructured databases (Graph Database, NoSQL)
Experience with virtual computing (virtual machine and Docker) for creation of easily transportable and self-contained environments
Experience with converting AI models and integrating them into production
Experience with code reviews, building interfaces, and deployment systems
Demonstrated strong interests in learning about AI through own initiatives"
"Senior Associate, AI Deployment Engineer, IBG Digital, Institutional Banking Group (180004A2)",East,"Permanent, Full Time","Manager, Senior Executive",Banking and Finance,"$5,000","to$9,000",Monthly,"Roles & Responsibilities
Job Purpose 
The AI (Artificial Intelligence) Deployment Engineer will provide software engineering support to the Institutional Banking Group (IBG) Business Analytics Team in various data science projects. This role’s primary job responsibility is facilitating the wrapping of data science work into a viable product. The right candidate will be one excited by opportunities to apply software engineering in the fast-growing area of AI, help build AI development and production infrastructure, as well as to set technical standards.
Responsibilities
Build, manage and automate pipelines for AI model development
Adopt maintainable, readable, modular solutions using modern software engineering best practices
Transform Data Science work into pilot and minimum viable products
Perform code optimization, code reviews to improve the quality of Data Scientist’s work
Create APIs for integrate data source into applications
Create APIs for downstream usage of AI models
Create visualisations to display views of AI models
Keep track of model development iterations with a versioning control system 
Automate software testing: unit test, branch test, integration test and security test 
Monitor AI model releases, branches for different issues and user stories","Requirements
Master’s Degree in software Engineering, Computer Science or related fields with minimum 5 years software engineering work experience on enterprise products
Experience with multi-tier software application development with best software engineering practices
Familiar with tools such as Anaconda, Jupyter, Eclipse, R Studio, Jira, Git, SVN, Jenkins, etc
Demonstrated proficiency in Python (Pandas, SciPy, NumPy, PySpark, etc), Scala, R, Java, Java Script, SQL, Shell Script 
Experience with big data stack (Hadoop, Spark, Kafka, etc), and structured (SQL) and unstructured databases (Graph Database, NoSQL)
Experience with virtual computing (virtual machine and Docker) for creation of easily transportable and self-contained environments
Experience with converting AI models and integrating them into production
Experience with code reviews, building interfaces, and deployment systems
Demonstrated strong interests in learning about AI through own initiatives"
