title,location,employment_type,level,category,salary_min,salary_max,salary_type,description,requirements
Process Assurance (Analyst),Islandwide,"Permanent, Contract",Executive,Information Technology,"$3,500","to$6,000",Monthly,"Roles & Responsibilities
The Process Assurance Team (PAT) is within Business Technology Services function, supporting bank’s Project , Development and Service Delivery teams to ensure process compliance to System Development Methodology (SDM) process
  The team acts as a quality gate for SDM major milestones to ensure entry & exit criteria are met and is responsible to review the quality of the artefacts such as functional & design specification, testing documents and others project deliverables.
  The successful candidate will be working with Project and Application Delivery managers to ensure high quality of deliverables.
  Key Responsibilities
  •             Establish controls and compliance checks on SDM processes
•             Design, formulate and enforce governance & compliance process improvement.
•             Conduct quality gate review for SDM major milestones (analysis, design, build, test and deployment)
•             Perform walkthroughs and interviews with project and application delivery managers to drive process adherence
•             Report findings and provide consulting support in ensuring compliances with procedures
•             Aside from day-to-day duties, there will be requirements to undertake other responsibilities such as management reporting & other centrally driven project initiatives as needed","Requirements
  •             Degree in computer science/engineering or related disciplines
•             At least 8years of relevant experience inIT process compliance audit, Project Management and Business Process Design
•             Excellent communication, interpersonal, organization  and analytical skills a MUST
•             Strong working experience with MS Office (Word, Excel, PowerPoint), MS Visio, MS Project and SharePoint
•             Prior experience in IT risk management and security will be added advantage"
Quality Assurance Analyst,East,Permanent,Senior Executive,"Consulting , Information Technology, Professional Services","$3,500","to$5,200",Monthly,"Roles & Responsibilities
• QA will get aligned to team of (20+ agents) & will audit tickets actioned by the agents where agents process the requests received which relate to the workflows (Product, Application, Spam, Appeals) and assess them in accordance with the Policy Compliance guidelines and take action to apply the appropriate policy with high quality, speed, empathy and accuracy.
• Aligned team will review apps, 3rd party apps against platform guidelines, enforce policies on non-compliant apps, and evaluate appeals from developers.
• Responsible for team quality scores & individual AOA scores
• Check the accuracy of the implementation of policies and suggest areas of opportunities and improvement
• Own internal & client QA calibration sessions and drive next steps
• Share daily quality defect report with all error categories, plan of action & build TNI
• Provide insights for business improvement with respect to Quality hygiene
• Ensure the frontline Agents/SME/FLM/OM’s are calibrated on the process & DevOps policies
• Timely response and close loop on disputes/appeals raised by the agent on the audited tickets
• One on One feedback to be shared for every error or on areas of improvement
• Accountable for noobs time to effectiveness (RAMP of 4 weeks) of meeting quality scores.
• Identifying the highest & critical errors (Process & Agents) with respect to policies and propose action plan
• Help disseminate regular quality updates in the form of emails and huddles on the floor
• Share RCAs, plan of action with required coverage on Escalations & PR fires within the stipulated TAT by working closely with Genpact & Client stake holders.
• Accountable for Bottom Quartile MGMT on Quality scores.
• Must have Email account, Facebook and Instagram accounts
 ","Requirements
• 2 years Technical experience – Technology background with application support understanding, should have working or subject knowledge of social media apps – app installation, understanding the application configuration and connection through API calls, review the application dataflow, functionalities, data privacy awareness
• DevOps Support, Product/Application Support & Testing, Application reviews, 3rd party application reviews under DevOps environment is preferable.
• Currently in an QA role (preferably with product/Application testing, social networking organization)
• Generating Insights, App Testing & Building test cases
• Any understanding and experience of mobile/web application development is a plus.
• Should have handled an Email, Chat mediums in his/her role
• Candidate has experience in the DevOps support process would be preferred
• Should have excellent coaching & feedback, mentorship & team management skills
• Should understand and have experience in day to day contact center operations management"
International Business Analyst,Central,"Permanent, Full Time","Executive, Junior Executive","Accounting / Auditing / Taxation, Legal","$5,500","to$6,500",Monthly,"Roles & Responsibilities
Preparation of financial analysis and reporting to support the International Business Manager in the provision of commercial and practical advice to the Partnership in the Asia Pacific Region, as well as Head office requirements.","Requirements
Main duties and responsibilities:
Preparation of financial analysis on regional monthly financial performance including in depth analysis of any significant variances.
Develop and implement dashboard and key metrics reporting for the region to assist in the tracking and management of team performance.
Preparation of ad hoc analysis and reporting for clients, matters, teams or work type as directed by the International Business Manger.
Support the business in the production of various monthly, quarterly and annual presentations.
Involvement with process improvement projects including support of new system implementations.
Other ad-hoc projects, analysis, financial modelling and reporting as directed by the International Business Manager.
Qualifications:
Degree educated
Qualified Accountant (ACCA, ACA, CIMA or equivalent) with at least 2 years PQE working in a professional services environment.
Relevant Experience:
Previous Professional Services experience preferable.
Experience of working in an international, multi-cultural environment.
Well organised & detail orientated.
Strong interpersonal skills & ability to challenge in a diplomatic manner.
Experience of communicating and presenting financial information to all levels of an organisation.
Key Skills:
High level of systems/IT literacy (particularly Excel, Powerpoint and budgeting and forecasting tools)
Working knowledge of Legal Management Systems would be advantageous (Aderant, 3e etc.)
Strong time management skills with the proven ability to work within a busy environment and meet frequent deadlines
Highly numerate with excellent accuracy and good attention to detail
Strong analytical and critical thinking skills
Articulate with excellent communication skills, both written and oral
Personal Qualities/ Behaviours:
Strong work ethic with a proactive and positive outlook.
Self-motivated with the ability to work as part of a team.
A team player with the willingness to be involved beyond the formal job remit.
Ability to prioritise effectively and work on own initiative.
Approachable and good at forming relationships with people at all levels in the Firm."
Analyst Programmer,Islandwide,Full Time,Professional,Information Technology,"$4,200","to$5,600",Monthly,"Roles & Responsibilities
Atleast 2 years of exp in
i).Net Platform
-Windows 2012 & above
-SQL Server 2012 & above
or
ii)J2ee Platform","Requirements
Atleast 6 years of exp in
i).Net Platform
-Windows 2012 & above
-SQL Server 2012 & above
or
ii)J2ee Platform"
System Analyst,Islandwide,Full Time,Professional,Information Technology,"$5,400","to$6,700",Monthly,"Roles & Responsibilities
Atleast 6 years of exp in
i).Net Platform
-Windows 2012 & above
-SQL Server 2012 & above
or
ii)J2ee Platform","Requirements
Atleast 6 years of exp in
i).Net Platform
-Windows 2012 & above
-SQL Server 2012 & above
or
ii)J2ee Platform"
Network Security Analyst,East,Permanent,Professional,Information Technology,"$5,000","to$7,500",Monthly,"Roles & Responsibilities
CheckPoint Secure Platform Pro & GAIA, Juniper SRX and Juniper Netscreen firewalls, Palo Alto Networks firewall and intrusion detection devices
    BlueCoat Proxy
    Juniper SSL VPN appliances and Cisco ASA with AnyConnect client
    Arbor network anomaly detection devices
    Networking and routing with BGP
    Traffic analysis: tcpdump/pcap/wireshark
    Linux/Unix
    Strong understanding of Enterprise Change, Incident and Problem Management is required.
    Experience utilizing ServiceNow is a plus","Requirements
CheckPoint Secure Platform Pro & GAIA, Juniper SRX and Juniper Netscreen firewalls, Palo Alto Networks firewall and intrusion detection devices
    BlueCoat Proxy
    Juniper SSL VPN appliances and Cisco ASA with AnyConnect client
    Arbor network anomaly detection devices
    Networking and routing with BGP
    Traffic analysis: tcpdump/pcap/wireshark
    Linux/Unix
    Strong understanding of Enterprise Change, Incident and Problem Management is required.
    Experience utilizing ServiceNow is a plus"
System Analyst,East,Permanent,Professional,Information Technology,"$5,500","to$8,200",Monthly,"Roles & Responsibilities
unix, linux","Requirements
Overview:
The Application Development Senior Analyst will work in P2X Migration team, mainly performing server build work. The work of this person will also include shell scripting and configuring and deploying proprietary and standard tools and products. Person should be a quick learner, highly self-motivated and willing to work in teams and in shifts/weekends if required.
Requirements:
UNIX:
Redhat Enterprise Linux and/or Solaris System Administration
a) Skill level: Admin level knowledge, preferably certified
b) Network and SAN configuration
c) Linux/AIX performance tuning skills
d) Shell scripting
Others:
    Expert
a) VERITAS Netbackup
b) Tivoli Workload Scheduler
c) HACMP (AIX)
d) VCS
e) CFS (Linux)
   Desirable
a) VMWARE
b) Oracle RAC
Job Responsibilities:
Setup application environment using Linux
Setup and configure performance monitor product like Powerbroker, VERITAS Netbackup, Tivoli Workload Scheduler, ITM, Perform and Predict
Work on HACMP (AIX) & VCS, CFS (Linux) to implement cluster configuration for High availability options.
Assist Application team in verifying application environment
Troubleshoot application problems as and when application encounter problem
Create and run automation scripts
Work on weekends and shifts if required
 "
"Business Analyst, Reporting to CEO (Family Office / / Orchard / $6000 - $8000)",Islandwide,Full Time,Manager,"Accounting / Auditing / Taxation, Consulting , Professional Services","$6,000","to$8,000",Monthly,"Roles & Responsibilities
Reporting into and working directly with the CEO of a Single Family Office with diversified business in Southeast Asia, US and UK.
Take part or lead in the Business Process Design and integration with appropriate technology
Oversee and prepare for meetings (presentations, decks, reports)
Participate in operations scaling, planning, strategy devising or developmental process
Run financial analysis for new business opportunities in different product categories / countries
Liaise with Directors and other stakeholders to ensure smooth implementation of corporate projects
Ad-hoc duties as assigned by CEO","Requirements
Bachelor’s degree required
Strong work tenure; at least 5 to 8 years of experience as a Business Analyst/ Investment Analyst/Business Strategist in a Consulting or similar industry
Excellent project and time management skills
Commercially astute and familiar with spreadsheet modeling
Strong computing skills in MS Office (Outlook, Word, Excel and PowerPoint) and social media tools
Strong communications and interpersonal skills
Ability to show the flexibility to support a business in multiple time zones, including Eastern Standard Time to the current time in Singapore
High sense of urgency and ability to multitask
Must be willing to travel, when necessary
Candidates who can start immediately or short notice preferred
We invite qualified and Interested candidates to send in your resume (in MS Word Format), to theresa@personnellink.com.sg cc Career@personnellink.com.sg. Please indicate the position you are applying in your email subject.
We regret to inform that only shortlisted candidates will be notified.
EA License: 90C3627
EA Reg No: R1108020"
"Technical Support Analyst (Windows, Linux / Unix, Powershell script, Incident, Problem, Change Managem",East,Contract,Professional,Information Technology,"$4,000","to$6,000",Monthly,"Roles & Responsibilities
Responsibilities:
•             Chair and actively drive critical/major incident resolution to meet group MTTR objectives.
•             Document and communicate critical milestones/progress of ongoing incidents on a bridge call timely and accurately.
•             Accurately and promptly assess/solicit the impact, take ownership and drive incidents to resolution as dictated by the impact and severity of the problem.
•             Responsible for the internal and external communication of issues to users, other internal support groups and the customers via pages, email broadcasts or phone.
•             Correlate critical alerts on monitoring platform with actual system outages.
•             Follow documented operations processes and work with appropriate groups to administer and maintain these policies to ensure standard approach is adopted during escalation or when implementing system changes.
•             Provide an Operations and Support perspective in the adoption of new technologies and the implementation of new software
•             Resolve standard incidents promptly without escalation.
•             Constantly follow-up on all open incidents and problem tickets to meet group objectives.
•             Review and approve new alert handling procedures and ensure they are written clearly and can be carried out by all analysts.
•             Work on multiple platforms including ticket queue, mailbox, alert console and phone calls.
•             Propose process/procedure improvements to better the department and services provided.
•             Offer effective/sound recommendations to address repetitive issues.","Requirements

Qualifications
• Possesses Information Technology Infrastructure Library (ITIL) Foundation v3 Certificate.
• Bachelor's degree, or equivalent industry experience
• Has an excellent understanding and at least 5 years hands on experience with Open Systems platforms (Windows, Unix/Linux, SQL).
• Possesses basic scripting/programming knowledge (Java, Powershell)
• Good understanding of networking principles
• Good business and technical knowledge of the Client’s systems including network architecture, operating system and associated tools.
 "
QA Analyst / Tester LEAD- 6 months contract,East,Contract,Senior Executive,Information Technology,"$6,500","to$8,500",Monthly,"Roles & Responsibilities
Company UEN:    199700895N
  Our client is seeking a Functional/Automation QA lead who would be responsible for functional testing and building an automation solution to have the application on boarded to continuous integration framework from Day1
Employment type: Contract, 6 months.

Work Location : Changi Business Park

Work exp : 6 + years
 ","Requirements
Key Responsibilities:
Must be able to implement and drive test automation with minimal guidance.
Functional test new products and regression test existing products during each QA release cycle.
Provide test plan and estimates for all components of QA cycle; regression, functional, sanity, smoke test.
Collaborate with Development, Business and Support teams to clarify specs, raise issues/concerns and identify risks throughout the software development life cycle.
Write efficient and effective test cases and test scripts based upon specification documents and business user interactions as well as create test scenarios based on understanding of systems in order to regression test, test new functionality and stress conditions (both automated and manual).
Understand and analyze Business, Functional, Technical and UI (User Interface) requirements of the project/release.
Investigate issues found during QA periods by searching log files, exception messages and database tables (Basic SQL queries).
Knowledge/Experience:
Essential
Experience working in QA for low latency high throughput applications within Investment banking domain.
8+ years of experience in QA with 4+ years in test automation.
Experience working with teams across different geographies
Experience in individually running and managing test automation for a large trading application
  Skills: (technical skills)
Essential
Functional and Automation testing
Deep knowledge of CI/CD tools (e.g. Jenkins, udeploy, bitbucket etc ) .
You have a great understanding of (and experience in) containerization tech(e.g. docker, openshift/kubernetes.) and related tool-chains ( e.g. Chef/Ansible/Puppet)
You have a great understanding of (and experience in) cloud deployments (AWS/Google cloud etc).
You are very comfortable with programming (Java, python), network programming (Tcp/IP, UDP etc.) and development in the Linux environment (shell scripting etc.)
You have very high development standards, especially for code quality, code reviews, unit testing, continuous integration and deployment ( work in an Agile env/ Test driven development/ experience in mocking frameworks – e.g. cucumber/selenium/junit /TestNG etc.)
Jira, Unix, Zephyr,"
IT Application Services (Payment & Channel Services) – Senior System Analyst (Digital Banking),East,Full Time,"Manager, Professional, Senior Executive",Information Technology,"$7,000","to$12,000",Monthly,"Roles & Responsibilities
Undertake IT responsibilities in supporting OCBC Regional Channel Services (Corporate & Retail Digital Banking). This includes internet and mobile applications.
Work with users and vendor on issues, follow up and resolution for Digital Banking Systems.
Work with cross functional teams to identify and resolve root cause of a problem.
Perform due diligence when taking over from project teams into BAU mode.
Manage the BAU Software Release cycles.
Participate in Disaster Recovery and Business Continuity exercises
Provide on-call support and afterhours/weekend support as needed, covering application support and application change deployment.
Perform system review and propose improvement and prevention measures on current systems.
Have a quality mind-set with prevention attitude to attain zero defects","Requirements
10 years of IT experience with at least 5 years in Internet and Mobile Banking related systems
Strong knowledge of J2EE, or Microsoft .NET programming.  
Must be technically competent to provide technical advice and proven experience in managing software releases / software development projects executed in both Agile and SDLC methodologies
Experience in performing root cause analysis of production problems and provide quick service recovery if required..
Essential to have a can do attitude to work under multi-tasking environment.
Working knowledge of cloud-based technologies, or Data analytics is preferred.
Good Communication Skills."
Junior Laboratory Analyst / Laboratory Assistant,West,Permanent,Executive,Sciences / Laboratory / R&D,,,,"Roles & Responsibilities
Job Position Summary
To perform analysis on internal and external samples, reporting quality data to customers in compliance with QEHS requirements.
Key Roles and Responsibilities
Perform daily analysis of DIW, Chemical and wafer samples includes urgent analysis requirement.
Daily calibration/standard preparation, analytical instrument tuning and performance monitoring, perform maintenance/troubleshooting  when necessary and keep track on the parts/consumables .
Perform site sampling, sample collection if required.","Requirements
Diploma/ITE chemistry or chemical related discipline
Ability to work cleanroom environment
Ability to work 12 hours rotating shift
Class 3 driving licence"
Client Support Analyst,East,Contract,Executive,Customer Service,"$4,500","to$6,500",Monthly,"Roles & Responsibilities
This position will be challenged with having to balance the day-to day service/support of customers, while also identifying innovative ways to solve problems upstream identify gaps in processes.  
 
Ideal candidates will be comfortable understanding social media campaigns and supporting bugs and invoicing, have an appetite for research and gathering data insights and the ability to use that to evolve client advertising platforms, a high level of comfort working with cross functional partners, and a strong analytical mindset. Successful team members have a passion for business success, strong attention to detail, analytical problem-solving abilities, and keen eyes for operational inefficiencies","Requirements
• 4+  years working in a service/customer service/sales organization
• Professional customer service skills: solutions mindset, helping nature, passion for the customer and customer experience
• Demonstrated capability to create world-class customer experiences with each and every interaction
• Fluent in English (Witten & Oral) and native in Regional language (Japanese).{There is a requirement to support Japanese market with native business/formal  written communication skills}
• Must have exceptional grammar and typing accuracy skills – experience with business communication
• Client focused and solutions oriented; Good problem solving and analytical skills
• Ability to comprehend and analyze client situations and apply the right solution 
• Ability to collaborate and work effectively on a team
• Self-learner interested in both the how and the why
• Ability to educate customers on policy and product questions
• Ability to prioritize effectively according to changing circumstances and manage multiple projects while maintaining strict attention to detail
• Ability to follow processes without being blinkered by them"
FX Functional Business Analyst-6 Months Contract,Islandwide,"Contract, Full Time","Professional, Executive",Information Technology,"$7,000","to$9,000",Monthly,"Roles & Responsibilities
Lead all FX Business Analysis works, engaging  all relevant business contacts as well as Group Technology in order to (1)formalize the As-Is set up, (2) define the target functional architecture with all detailed System functionalities and (3) the new Operating models.
Formalize the Business requirements in close collaboration with Business (Trading, Coverage...) and all support functions;
Provide a clear reporting to the Project manager and Business stakeholders, with timely escalation of risks and issues.
Define and manage the user acceptance strategy, with all impacted end users.
Design Test scenarios and elaborate step by step Test Cases as well as their acceptance criteria.
Coordinate test execution with end users and document all results. Log defects and track their resolutions.
Track and report overall UAT progress and facilitate sign-off by the relevant process owners and impacted stakeholders.
Ability to trouble-shoot / work-around issues with innovative solutions.
Support the project manager for the change management.
Prepare the training materials and update the operational procedures / SLAs.","Requirements
At least 8 years of Business Analysis in Financial Services.
Good understanding of FX Capital Markets and Front to back FX deals processing. Experience of Delivering FX chains:
Pre-trade and Simulation
FX Markets interfaces, Price discovery and Execution
FX Deal Life Cycle management
• FX Regulatory and Compliance requirements.
• Track record in delivering Sell-side / Buy-side Front-to-Back projects."
"Data Entry Analyst (6 months contract, MBFC) Legal Team",East,"Contract, Full Time","Executive, Non-executive",Admin / Secretarial,"$2,400","to$2,700",Monthly,"Roles & Responsibilities
Allegis Global Solutions is the exclusive Contingent HR services provider for one of the world’s leading banks.
At Allegis Global Solutions we’re proud to be the leader in global talent solutions. We draw upon decades of industry expertise to develop innovative tools, products, processes and strategies focused on outcome. Moreover, we’re incredibly proud to have built a culture that empowers our people to make their mark while making deep connections that will last a lifetime. With our passion and culture for talent, we are truly transforming the way the World acquires talent.
Our Client is one of the world's most international banks with over 1,100 branches, offices and outlets in 67 countries. They operate in some of the world's most dynamic markets and have been for over 150 years. More than 90 per cent of their income and profits are derived from Asia, Africa and the Middle East. Their brand promise, Here for good, underlines their distinctive approach.
  Key Candidate Responsibilities
Perform data entry of Master Agreement details (e.g. Credit Support Annex, ISDA Master Agreement) into the bank's in-house systems – iCDMS, TCDS.
Ensure accuracy of data.
Provide ad-hoc support to the country/regional teams on administrative tasks.","Requirements
Ideally have minimum 1 year’s proven experience in Operations.
Possess strong communication and inter-personal relationship skills.
Fluent in English (Spoken and Written).
Excellent PC skills: MS Word, MS Excel, MS Access.
Extremely high attention to detail.
Desire to learn and grow within the role.
Ability to meet tight deadlines.
Able to work autonomously, but also be a good team player.
High analytical and problem solving abilities."
Senior Test Analyst,"East, Central",Contract,Professional,Information Technology,"$5,500","to$7,500",Monthly,"Roles & Responsibilities
•    Work with business stakeholders and Project Managers to Identify, propose, prioritize and implement test plans and test automations.
•    Identify and triage issues and driving issues to resolution, and communicating product QA status to everyone.
•    Help to ensure that every release happens in a timely manner with a high level of quality.
•    Potentially create and support QA & release pipelines in our CI, build monitors and test reporting.
•    Comfortable working closely with product managers and developers in an agile environment.","Requirements
•    Degree in Computer Science, Software Engineering or other equivalent degrees/experience
•    At least 3-5 years’ experience in an Test/QA Engineer role
•    At least 3-5 years’ experience in automated testing of Web applications/platforms.
•    Strong programming skills in at least one common language such as Java or Javascript.
•    Familiar with or have experience with testing tools such as Selenium WebDriver
 "
QA Analyst,East,Contract,Senior Management,Information Technology,"$5,300","to$8,000",Monthly,"Roles & Responsibilities
Functional and Automation testing
Deep knowledge of CI/CD tools (e.g. Jenkins, udeploy, bitbucket etc ) .
You have a great understanding of (and experience in) containerization tech(e.g. docker, openshift/kubernetes.) and related tool-chains ( e.g. Chef/Ansible/Puppet)
You have a great understanding of (and experience in) cloud deployments (AWS/Google cloud etc).
You are very comfortable with programming (Java, python), network programming (Tcp/IP, UDP etc.) and development in the Linux environment (shell scripting etc.)
You have very high development standards, especially for code quality, code reviews, unit testing, continuous integration and deployment ( work in an Agile env/ Test driven development/ experience in mocking frameworks – e.g. cucumber/selenium/junit /TestNG etc.)
Jira, Unix, Zephyr,","Requirements
Experience working in QA for low latency high throughput applications within Investment banking domain.
8+ years of experience in QA with 4+ years in test automation.
Experience working with teams across different geographies
Experience in individually running and managing test automation for a large trading application.
6 Months renewable contract"
Business Analyst,Central,"Permanent, Contract",Senior Executive,Information Technology,"$4,000","to$6,000",Monthly,"Roles & Responsibilities
This role is involved in the end-to-end support of application systems; from requirement analysis, design, development, to system maintenance and support.
Liaise with end users to analyse and translate business requirements to functional specifications
Assist in the collection and consolidation of required information and data
Prepare configuration, test specifications and conduct testing to ensure system conforms to system specifications
Maintain requirement, design, test specifications, user manuals and other system documentation
Provide training and support to diagnose and resolve system issues","Requirements
Bachelor's degree with at least 1 to 3 years of experience in the software industry
Highly developed inter-personal skills and a high degree of self-motivation and innovation, together with a high standard of personal and professional integrity
Ability to work under pressure
High standard of personal and professional integrity
Ability to work as a team member with a capacity to work in harmony with professional personnel
Preferably with hands-on implementation capability, pre-sales support in proposal writing, good writing skill
Good judgment, prompt decision-making ability, responsibility and accountability.
Commitment to providing a high level of service
Commitment to teamwork as both a contributor and a team player"
lead business analyst,Islandwide,"Contract, Full Time",Senior Executive,"Accounting / Auditing / Taxation, Consulting , Information Technology","$5,000","to$6,500",Monthly,"Roles & Responsibilities
Lead the design of Cost management software at Airline.
Map invoice management process and suggest automation at various stages in the procure-to-pay cycle.
Requirement Gathering for all modules, interfaces, Reports & Accounting.
Assume ownership for the business and functional requirements of the project.
Providing Support in scoping new engagements, change requests.
Providing Support in requirements gathering and refinement including, gathering and organizing supporting information, analyzing data and preparing reports that summarize findings.
Maintain and update documentation and deliverables.
Conducting customer UAT.
Providing post go live support.
Define, illustrate and clearly explain necessary project processes/workflows.","Requirements
Min 4+ years of experience in implementing cost management solutions in airline domain.
Airline cost management domain expertise.
Experience of implementing end-to-end cost management solution.
Knowledge of IATA ICH invoice processing, SIS standards.
Deep Knowledge of payment accounting practices, recharge invoice management at large airlines spanning multiple subsidiaries and outstations.
Demonstrated skills in managing change and mitigating risks associated with automation of cost management processes.
Experience driving cost rationalization initiatives across the hierarchy with the help of airline industry benchmarks, best practices at top tier airlines and in-depth ROI/CB analysis.
Experience in Business Process Analysis & Re-engineering methodologies deployed at airline groups.
Sound Knowledge of budgeting and cost simulation processes at airlines.
Understanding of best practices in accrual accounting, invoice management and financial reporting at airline groups spanning multiple subsidiaries.
Sound understanding of Procure-to-pay lifecycle in aviation industry.
Requirements Gathering, Use Cases, Process Maps, Graphic User Interface technicalities.
Proficiency with MS Visio, MS office products especially Word, Excel and PowerPoint.
Hands on experience with MS SQL.
Hands on experience in end to end development cycle as an application software developer.
Experience in various software development methodologies including waterfall, agile, rapid development.
Excellent stakeholder management, presentation and communication skills.
Process driven and methodical.
Strong analytical and creative thinking skills.
Domain/Functional Competencies.
Technical Competencies.
Excellent client facing & interpersonal skills.
Bachelor's degree."
Financial Analyst,Central,Full Time,Executive,Insurance,"$3,000","to$3,500",Monthly,"Roles & Responsibilities
AAM Advisory (AAM) is a Financial Advisory firm in Singapore with approx. 5000 clients and in excess of SGD 1 billion of assets under advisement (AUA).  Located in the heart of the Central Business District at Capitgreen, AAM has a team of experienced Financial Adviser Representatives (FARs), all of whom are authorized by the Monetary Authority of Singapore (MAS).
AAM Advisory was acquired by the Old Mutual Wealth group (OMW) in 2016 which is the beginning of a very exciting period in our history. OMW is the leader in UK and cross-border wealth management.
Main purpose of role
Financial Analysts provide support to Investment Research Team and FARs on investments and related internal processes.
Key Responsibilities and Scope of role
1. Assisting consultants and support staff with all things investment related, including:
Portfolio performance and risk data
Investment fund marketing documentation
Provision of specific information
2. Construction of non-standard portfolios:
Construction of portfolios which sit outside the model portfolios and below minimum portfolios
Non-standard requests
Core/Satellite portfolios
Constructing portfolios for newly approved products such as SL Investment Plan, Generali Choice etc.
Building templates in Excel and other systems
Working closely with other departments to improve AAM’s investment proposition.
3.System Updates
Ensuring the accuracy of investment related data to clients.  Ensuring that the information we provide to clients is correct and that we fulfil our regulatory obligations with respect to disclosure.  Keeping updated with changes in the regulation.
Ensuring FE and excel charts are updated each time a platform/fund provider adds/removes a fund, changes the fees etc.
Updating AAM Satellite fund list, AIL etc. 
Producing DD documents for new funds.
Updating and maintaining IRT’s intranet.
4. Assisting in the production of quarterly post and pre-sale documentation.  This may include:
Quarterly Commentaries
Performance Chart Book
Data Report
Flipchart
5. Portfolio Changes
Assisting in the management of 200 AAM model portfolios (which can be recommended to clients on an advisory basis). 
Portfolio change, process:
IRT will also work with Reporting Team to ensure that recommended switches are carried through and that the company and consultants are fulfilling their obligations to clients who are pay advisor fees.","Requirements
Key Skills
Strong MS Excel skills
Strong organizational skills and attention to detail
Ability to multi-task and work in a challenging fast paced environment
Excellent written and verbal communication skills
Maturity, professionalism, and high level of discretion are required
Strong work ethic with a positive, can-do attitude
Independent worker and analytical thinker with ability to conduct research, data analysis and resolve complex problems
Strong presence with the ability to interact with Senior Leadership.
Qualifications required
Minimum Bachelor’s degree from accredited institution in Business, Economics, Finance
2+ years research and portfolio management experience, including manager due diligence
Experience with Alternative Investments"
Systems Analyst,East,"Permanent, Full Time",Professional,Information Technology,"$6,000","to$8,000",Monthly,"Roles & Responsibilities
The desired candidate will work in the Visa Command Center monitoring real-time Visa services and working to resolve incidents that occur. The candidate shall possess strong work ethic, with leadership skills, excellent judgment and good time management in prioritizing work, and the ability to work in fast paced, team oriented environment.
Gain a solid understanding of the online payment industry and leverage this knowledge to troubleshoot internal and external incidents. Leverage this understanding to build partnerships with second level teams and train down to the junior staff.
Support applications in Linux & Windows environments, and troubleshoot network, database and system issues that are often not well documented. Use basic scripting skills to generate reports based on support requests and incidents.
Lead technical bridges and interact with both technical staff and management during the incident and change management process.
Demonstrate the ability to gauge the scope and criticality of impact in the defined period of time and direct the team to take the appropriate actions.
Ensure all team goals are on track and assist with the day to day work on the floor. Identify areas to improve and work with staff and management to implement changes.
Craft incident reports targeted for upper management and customer support in response to a critical issue.
Interact with second level teams and Customer Support to ensure incidents are closed out and impact is clearly communicated per the process in place.
Review change activities and upcoming maintenances and coordinate with staff to cover the activities. Identify and raise concerns with upcoming changes and work with the implementing team to resolve the concerns. 
Coordinate with second level teams on projects and major changes. Ensure proper communication is handed down to the staff and all necessary documentation is in place.
Provide use case documentation and requirements for new projects and form partnerships with others to ensure the requirements are met.
Work with little supervision and oversee day to day activities by all staff members.
Provide guidance and training to the team and act as a technical point of contact.
Bridge the gap between second level teams and strive to answer staff questions and resolve incidents before escalation is necessary.  ","Requirements
Review and approve new procedures and prepare training material for the staff.
Quickly and accurately assess the impact of a major system or application outage and communicate the impact to management.  
Use verbal and written communication skills to ensure that management is well informed of ongoing incidents. Craft written responses based on the target audience.
Act as a single point of contact for the team during a crisis and direct staff to communicate the impact to technical teams and management.
Assign projects within the team and coordinate with staff to ensure they have the resources needed to complete them.
Coordinate with support teams to acquire training and materials for new and existing services.
Leverage good understanding of key controls and compliance and regulatory requirements to identify areas for improvement or of concern.
Take lead in providing training session and documentation for new features and emerging services and ensure that all staff members are prepared to support the service. 
Ability to speak Spanish would be beneficial to support LAC market.
Education/Professional Requirements:
Bachelor's degree in IT, Business, or a related discipline
5+ years of technical support experience
Minimum requirement for Information Technology Infrastructure Library Foundation Certificate (ITIL) Intermediate or higher certification is a plus 
Functional Requirements
Proficient in Microsoft Office                 
Strong technical background with a working knowledge of Splunk, including log analysis and constructing queries
Knowledge of keynote or other web-service monitoring tools.
Experience supporting web applications troubleshooting problems in a cross-functional environment.
Experience in Operations environment with “hands-on support background”.
Demonstrated ability creating process and documentation for Operations support team.
The ability to prioritize critical tasks and coordinate with staff to accomplish them under duress.
Willingness to work on-shift; permanent day 12 hours shift schedule
A strong technical aptitude and excellent communication skills. Demonstrated ability to bridge the gap between Customer Support, Management and staff. 
Three to five years of coding experience and has SQL background
5-8 years of Windows server support experience.
At least 3 years of experience in application support."
Test Analyst,Islandwide,Full Time,Executive,Information Technology,"$5,000","to$7,500",Monthly,"Roles & Responsibilities
Handle the core banking system’s integration test phases : regression tests, integration tests, functional tests
Define functional test scenarios for core banking systems
Maintain up to date test libraries (test cases)
Manage planning, communicate with stakeholders
Prepare regular reports on test results","Requirements
  Qualifications and Profile The position requires a minimum of 3 years relevant experiences as a functional analyst/tester
  Functional
General knowledge in banking is must
Expert in at least one of the following domain - Accounting, Guarantees, Bank Lending, Finance, Risk, Payments and Financial Products.
Good understanding of SDLC, with experience on at least one methodology
  Technical
Hands on experience on testing methodologies
Working knowledge of ALM/QC"
